Date,Pros,Cons,Advice to Management,Rating,Employement_status,Designation,Location,Work_Life_Bal,Culture_Values,Career_Opportunity,Compensation_Benefits,Senior Management
29-Dec-19,"Nothing much.
If no other option start here.","No growth
Too much politics
Less pay
No incentives",,2,Former Employee,Assistant Systems Engineer At TCS,Chennai,,,,,
29-Dec-19,Work life balance will be there,Excel work everywhere in these service based companies,,2,Current Employee,Anonymous Employee,,3,1,4,4,1
14-Dec-19,Great working environment. Multi-dimensional roles.,Salary hike is below market,,4,Current Employee,Anonymous Employee,,5,5,5,4,5
14-Dec-19,Good work environment work life balance,Nothing.. Good work life balance,,4,Current Employee,Anonymous Employee,,4,4,4,4,4
14-Dec-19,The environment is so great,"It puts you in your comfort zone, which is not a good sign for improvement.",,4,Former Employee,Systems Engineer,New Delhi,4,5,3,3,4
14-Dec-19,"Newly made campus.
Best place in Indore to work",Not good anual Increment in salary.,,4,Current Employee,Data Analyst,,4,4,3,2,3
14-Dec-19,"Work life balance, Job security",Less opportunities to explore new things,,4,Current Employee,Anonymous Employee,,4,5,3,3,2
14-Dec-19,"Great work in my project, good work life balance",Salary is too low for freshers,,4,Current Employee,Anonymous Employee,Bangalore,4,3,3,3,3
29-Dec-19,good team support for freshers,low salary hike after experience,,3,Current Employee,Anonymous Employee,,3,3,3,3,3
29-Dec-19,"Work life balance 
Job security","Less technical growth 
Promotion policy are not transparent",,3,Current Employee,Anonymous Employee,,3,4,3,2,1
13-Dec-19,Good to work in this company,I dont find any cons,,5,Current Employee,IT Analyst,,5,5,5,5,5
13-Dec-19,"Lot of flexibility given in terms of wfh and flexible working hours
Lots of opportunities to learn new technologies",Very difficult to change the domain,,5,Current Employee,Systems Engineer,Bangalore,4,4,4,4,4
13-Dec-19,"Good work, work life balance",Nothing as of now to write,,5,Current Employee,Anonymous Employee,,5,5,5,3,3
13-Dec-19,"Job security, flexibility,work life balance",Salary hike will be less,,5,Current Employee,Anonymous Employee,,,,,,
13-Dec-19,"Healthy Team Environment, Encouraging Managers, Well acquainted atmosphere, good onsite opportunities, many learning resources.",Pay is not reasonable at offshore locations the only con why many people leave the company.,,5,Former Employee,Systems Engineer,Mumbai,5,5,5,3,5
13-Dec-19,"Project is everything in TCS. If you are in right project, you are in heaven but you are always free to take release from current project if it doesn’t feels good to you. There are more than thousands of projects running at each TCS centre.","Like every government organisation, process and approvals takes million of years.",Everything is fine,5,Current Employee,Anonymous Employee,Chennai,5,5,5,3,3
28-Dec-19,Depending on the project you get you will either love your job or hate it,its all random they don't care about skillset you have for tcs you are just a resource that can be placed anywhere,ask employees what project they want,2,Current Employee,Systems Engineer,Mumbai,4,2,2,1,2
28-Dec-19,good training during ILP period,not for freshers as there are many support kind of projects,,2,Former Employee,Anonymous Employee,Thiruvananthapuram,2,3,2,3,1
13-Dec-19,"good environment, nice cultural , learning","manager pressure, lots of pain by management issues",,4,Current Employee,Anonymous Employee,,4,5,2,4,1
13-Dec-19,Good to start career in IT,worst to stay here if you care about your future,,4,Current Employee,Anonymous Employee,,,,,,
13-Dec-19,Good company to start with and learn about processes.,Hike is not up to the mark as per the efforts put in.,,4,Former Employee,Anonymous Employee,,4,4,4,3,4
13-Dec-19,solely depends on your project and its management. Good medical and leave benefits,annual hike is decreasing with year,Hike percentage should have been consistence and maintained as it were before.,4,Current Employee,Tata Consultancy Service,,3,4,5,5,3
14-Dec-19,Benefits and perks are awesome.,Growth is bit slow. The employes compensation it an issue,,4,Current Employee,Anonymous Employee,,5,5,4,3,5
14-Dec-19,Lasting job security. Salary on time. Wide range of projects to choose from,Quick shifting of project. No indepth knowledge about process,,4,Current Employee,Anonymous Employee,,4,4,4,4,1
14-Dec-19,no work pressure or liitle pressure,politics is very bad for onsite opportunities,,4,Former Employee,Section Engineer,"Gāndhīnagar, Gujarat",4,4,4,4,4
27-Dec-19,Work life balance,Lot of process and approval is hindering good idea to come true within TCS,,3,Current Employee,Anonymous Employee,Pune City,,,,,
27-Dec-19,"Drag and learn , challenging, explore, networking and well managed","Partiality and politics is there, which should be less. So that employees will work in a peaceful mind.",Loyalty must needed,3,Current Employee,Systems Administrator,Hyderābād,4,4,3,3,4
27-Dec-19,Good working Environment and good learning experience from good projects,Bad salary hike given every year,,3,Current Employee,Systems Engineer,Mumbai,3,4,4,2,2
27-Dec-19,Great working environment for employees.,Not great opportunity for learning.,,3,Current Employee,Devops Engineer,"Gurgaon, Haryana",,,,,
12-Dec-19,Good Learning Platform and work life balance,N / A  I see,,5,Current Employee,Anonymous Employee,,5,5,5,5,5
12-Dec-19,It very cool place to work.,Very few people gets new things to learn.,,5,Current Employee,Anonymous Employee,,4,5,5,4,4
12-Dec-19,Stable environment and good overall culture,hikes not the best rest is good,,5,Current Employee,Anonymous Employee,"Gurgaon, Haryana",4,4,4,3,3
12-Dec-19,Job security and employee friendly,No cons as it takes care of everything,,5,Current Employee,Anonymous Employee,,,,,,
12-Dec-19,"good environment to work in tcs
fun while working in tcs
helping while working in tcs
good work while working in tcs
easy work while working in tcs","Low salary
old project
old technology
management less
not good",,5,Current Employee,Anonymous Employee,,,,,,
12-Dec-19,"Best place for ladies , married people.
Work pressure is less.",Not good for beginners as opportunity to learn is less,,5,Current Employee,Anonymous Employee,,,,,,
13-Dec-19,"Good working environment, nice career growth, opportunity to learn",Nothing as cons. Everything is ok,,5,Former Employee,Anonymous Employee,,5,4,5,5,4
17-Jan-20,Other than Medical benefits nothing good,Managers are like a political leaders,,1,Current Employee,Anonymous Employee,,1,1,1,2,1
27-Dec-19,"Good work life balance, flexible working hours",The salary is very less and the appraisals and promotions are dead slow,,2,Current Employee,Assistant Systems Engineer Trainee,Bangalore,5,5,2,1,3
12-Dec-19,All Good for fresher to start.,No  for Tata Service ultancy,,4,Current Employee,Assistant Systems Engineer Trainee,Mumbai,3,3,3,4,3
12-Dec-19,work life balance and job safety,less learning by technology and not good for youth,,4,Current Employee,Data Analyst,Pune,5,4,3,4,3
12-Dec-19,"Good COmpany Good INfratructure, nice place to start",Processes and Employees may feel just like a drop in ocean,,4,Current Employee,Anonymous Employee,,,,,,
12-Dec-19,"Good working culture, Skill development","Not good Salary growth, no new opportunities",,4,Current Employee,Software QA Tester,"Gāndhīnagar, Gujarat",5,5,4,3,2
12-Dec-19,"Best company to start your career with, ample opportunities.",None that I can thinl off,Good Job,4,Current Employee,Systems Engineer,Bangalore,5,5,4,4,4
13-Dec-19,"Large company good reputation. 
Good HR Policies
Different verticle to work and gain experience.",RMG is not flexible. And reluctant to change their way of working.,,4,Current Employee,Assistant Manager,,3,5,5,3,3
13-Dec-19,This is a good place to work,There was nothing major to report,,4,Former Employee,Anonymous Employee,,4,4,4,4,4
13-Dec-19,Employee flexibility is there. Good Management,Mostly support work is there. Annual hikes are not that good,,4,Current Employee,Anonymous Employee,,,,,,
26-Dec-19,Good management and good facilities,No support for young talent,,3,Former Employee,Assistant Systems Engineer,Pune,4,4,3,4,4
26-Dec-19,Work life balance is one,Salary being less is a problem,,3,Current Employee,Anonymous Employee,,,,,,
26-Dec-19,Good Work life Balance. Good exposure to technology based on the projects allocated.,Salary hike is less. Overall growth in too low.,Can focus on compensation part. Promotions and hike given must be revisited.,3,Current Employee,IT Analyst,Bangalore,4,3,3,2,2
26-Dec-19,"Comfort, environment, cultural values, leaves, no work",Learning is less. Hike is very low,,3,Current Employee,Anonymous Employee,,5,5,1,1,3
26-Dec-19,Great place to work. Lateral movement across the projects is possible. Management varies as per the clients one works.,Project quality determines the growth and opportunities you come across. Lots of politics at the company and project level.,,3,Former Employee,IT Analyst,"Gurgaon, Haryana",5,4,3,3,4
26-Dec-19,Everything is ok. Can be considered satisfactory.,Transport is something that will mess up with your head..,Please manage Transport,3,Current Employee,Senior Network Engineer,Pune,3,4,5,4,2
26-Dec-19,Balanced Work environment good place to work,Less increment and no bonus,,3,Current Employee,Anonymous Employee,,,,,,
27-Dec-19,It was the best company i awer heard and by doing job in this company makes my future veru bright I hope there is very importence to the ece student in this company,I am not working in just want to work in tcs after completion of my studies,I don't have any advice because tcs is a big company am a just student then how can i give advice to company,3,Current Employee,Electronics & Communication Engineer,Prakasam,4,5,4,4,4
11-Dec-19,Good opportunities. Good people. Good on-site opportunities,Slow environment. Less compensation hike. Politics.,,5,Current Employee,Anonymous Employee,,5,5,4,3,3
11-Dec-19,"Work life balance
So much on-site opportunities
Flexible timings
Scope for new developments
Other activities","Low salary increment
Sometimes politics played while review",,5,Former Employee,Anonymous Employee,,5,5,5,5,4
27-Dec-19,Just like any other big Indian MNC,Horrible policies and politics. Lot of work.,,2,Current Employee,Team Leader,Bangalore,1,3,3,3,2
11-Dec-19,"Good work life balance
Chance to work on different technologies and roles","Financially unsatisfied
Limited technical growth
No benefits",,4,Current Employee,Systems Engineer,"Gurgaon, Haryana",5,4,4,2,4
11-Dec-19,Best Job security among all,Salary hike is very less,,4,Current Employee,IT Analyst,Bangalore,5,5,4,2,4
11-Dec-19,"good work-life balance, location flexibility is there, culture is nice","less increment per year, growth",,4,Current Employee,Systems Engineer,New Delhi,5,5,3,2,4
11-Dec-19,"Good working environment, promotes diversity","Incapable middle management, Weekend shifts",,4,Current Employee,Systems Engineer,Bangalore,4,5,4,5,4
11-Dec-19,"Flexibility to employees, great L&D initiatives",None I could think of,,4,Current Employee,Anonymous Employee,,,,,,
11-Dec-19,"Work life balance .
Full job security .
Working environment is good","No incentives. 
Increments are very less",,4,Current Employee,Anonymous Employee,Bangalore,5,5,3,4,3
11-Dec-19,"has lot of projects, lots of onsite opportunities, less development project and more support project","Very huge crowd, less hikes, tough competition",,4,Former Employee,Anonymous Employee,,3,5,5,3,2
12-Dec-19,"A Stable Career is guaranteed here.
The TATA Brand is Valuable.
A lot of Travel Opportunities.
Additional perks as TAS (only if you crack it).","Slow growth.
Salary hikes are minimal.
Getting a transfer of location is tough.",,4,Current Employee,Assistant Systems Engineer,Calcutta,3,4,3,2,4
12-Dec-19,"Learning opportunities
International exposure
Work life balance
Flexible work culture
Loads of projects and Industry verticals to choose from
Good HR policies","Lower than market payscale
Lot of cost cutting measures
Less focus on core consulting projects
Less encouragement for mid level employees",,4,Current Employee,Assistant Consultant,Mumbai,5,5,4,3,4
12-Dec-19,Work life balance is the major benefit working here.A very good company for experienced,Not good for freshers.,,4,Current Employee,Assistant Systems Engineer Trainee,Bangalore,5,5,3,3,5
25-Dec-19,"Job security, maternity leave plans, good company for women","Low pay for freshers, not good for freshers",Hike percentage should be at least little high,3,Current Employee,Test Engineer,Bangalore,,,,,
26-Dec-19,"Very big company, average salary, learning place, open to take more complex roles. Best health insurance",Bad in people value due more employers and less HR team.,,3,Former Employee,Manager,Chennai,4,3,4,5,3
26-Dec-19,If you are old enough in the system then you can take leaves easily and that's it. PROS over except you will not be fired from your job even if you are an underperformer or even a poor one.,"So Many.
1> You just need to travel daily for more than 130 km if you are in Hyderabad and the deputed branch in Adibatla.
2> You won't get released from Project.
3> Once you get a project in SP, Waverock, KP you will not ask for release because the moment you will be with RMG they will tag you in any Adibatla Project.
4> No Learnings
5> Managers are just the Pawn of Corporate and do not have any clarity about any policy.
6> Annual Appraisals are just for getting the things done and that's it.
7> If you want to work and stay hungry then please join TCS.
I've been working for TCS for the last 7+ years and now looking for any opportunity just because of the poor and pathetic management, appraisal, hike, money, travel, no onsite, no learning, no growth.",Please talk to associates and Leads as much as possible. Changing and tweaking some policies every quarter will not make any difference.,3,Current Employee,Tower Lead,Hyderābād,2,1,2,2,1
10-Dec-19,Good work culture in the organisation,Almost Nothing to point out,,5,Current Employee,Systems Engineer,Calcutta,4,5,4,4,3
11-Dec-19,"Work life balance, opportunity to learn new technologies",Office located far from city.,,5,Former Employee,IT Systems Engineer,Chennai,4,4,4,4,4
10-Dec-19,Nice to work here,Company is good but less salary,,4,Current Employee,Senior Java Developer,Mumbai,5,4,4,3,4
10-Dec-19,"Good place to work.. 
Like a government Job",Hikes will be moderate...,,4,Current Employee,Anonymous Employee,,4,4,4,4,
10-Dec-19,"Good work life balance.
Benefits and compensation.","Unimaginative management 
Manual work
Reactive rather than proactive",,4,Current Employee,Systems Engineer,,5,5,3,4,4
10-Dec-19,The best company for Women to work,Very few raises or promotion,,4,Former Employee,Anonymous Employee,,5,5,3,3,4
10-Dec-19,"best medical benefits.
work life balance.
low work pressure.","no hike,
no recognition
no growth
uses old softwares",Please recognize your own employee.,4,Current Employee,Technical Writer,Bangalore,5,5,2,1,1
10-Dec-19,Job diversity and availability,Right skills on right position,,4,Former Employee,Assistant Manager,Chennai,4,4,4,4,3
10-Dec-19,"Good work life balanace, onsite opportunities",Poor management less salary opportunities,Good for management to talk to associate,4,Current Employee,Anonymous Employee,,5,3,3,4,2
10-Dec-19,"Chill life, can do anything to prepare for other exams like cat, SBI PO, etc.","Politics, Bad Management, Bad RMG",,4,Former Employee,Assistant Systems Engineer,Calcutta,5,3,2,4,1
10-Dec-19,"No much work pressure , you will get allowances",No proper recognition. Poor management,,4,Current Employee,Fresher Software Engineer,Bangalore,4,4,3,5,2
11-Dec-19,"Workload is lesser when compared to other MNC's

Health care facilities are good.",Competition is very high and with it comes office politics which is pretty bad.,Nothing to say,4,Current Employee,Associé,Calcutta,3,4,4,3,3
11-Dec-19,Good company for beginner to start,Less salary and less opportunity to learn,,4,Current Employee,Systems Engineer,Pune,4,5,4,4,4
11-Dec-19,"Work ethics
job security
pay on time","Not interesting
boring job
salary is way too less",,4,Former Employee,Assistant Systems Engineer Trainee,New Delhi,3,5,4,3,4
24-Dec-19,"Job security, flexible timings, employee concern,work life balance","Low paying job, Management Politics,",,3,Current Employee,Anonymous Employee,,5,5,3,3,3
24-Dec-19,"Work Life balance, onsite travel","No hikes, very to change project",,3,Current Employee,Anonymous Employee,Bangalore,,,,,
25-Dec-19,Good company to work with,management never take care of employee,,3,Current Employee,Systems Engineer,Chennai,4,2,4,1,1
25-Dec-19,Flexible projects and geographical location,The management are not aware of technology. This is a road block for leads who are technologically oriented. They are simply forced to deliver and don't have the scope of design thinking.,"Being a tech company, it is essential to have managers who are tech savy.",3,Former Employee,Associate Consultant,,2,2,2,2,2
25-Dec-19,Job security guaranteed... You can feel secured and be part of company for years,Poor salary hikes even if you are a good performer. Avg increment could range between r to u percent....,,3,Former Employee,Operations Manager,Pune City,4,5,3,3,3
09-Dec-19,"* Best Place to work with 100% of job security
* Good learning
* Friendly Working env",* Percentage of salary hike is less,Management is good,5,Current Employee,Systems Engineer,"Gurgaon, Haryana",5,5,5,4,5
09-Dec-19,"Good Work Environment
Good Work Life Balance","Monotonous
No regular salary hike
Cannot opt for interested projects
Not good for ambitious candidates",,5,Current Employee,Anonymous Employee,,,,,,
14-Jan-20,big campus and nice infrastruture,HR are bad and management is not good,,1,Current Employee,Anonymous Employee,,1,3,2,1,1
09-Dec-19,"Quality work
Good Employee policies
Nice infrastructure","Less hikes
Management issues
Does not retain employee",,4,Former Employee,Anonymous Employee,,4,5,4,2,3
09-Dec-19,"It's a good company to work, learn and apply.. People are good here with a good work culture..",Not always true but sometimes I felt the increment procedure needs to be restructured.,,4,Current Employee,Anonymous Employee,,4,4,4,3,4
09-Dec-19,"Good work environment, job security and proper working etiquettes.","Less onsite opportunities, depending on project.",,4,Current Employee,Systems Engineer,Thāne,,,,,
09-Dec-19,"Salary on time.
Good onsite opportunities for seniors.","No appreciations. 
Internal politics. 
Bad luck if you are in FS (no work for front end developer nothing to learn, current backend developement is in COBOL)",,4,Current Employee,Systems Engineer,,4,5,3,3,3
09-Dec-19,"work life balance, stability, company policy","low hike, bad management , internal politics",,4,Current Employee,Devops Engineer,Pune,5,4,4,3,2
09-Dec-19,working with a big company,some friend told me that increments problems,,4,Current Employee,Anonymous Employee,,,,,,
09-Dec-19,Opportunity to explore many tools,Not a great pay for the profits they make,,4,Former Employee,Net Backup Administrator,Bangalore,3,4,3,1,2
23-Dec-19,Job security and medical facilities,Most of the projects are of support,,3,Current Employee,Anonymous Employee,,2,3,2,2,1
06-Dec-19,"They do not discriminate on the basis of major subject of B.Tech.
The process is simple and easy. A good student with a sincere approach can get an offer from TCS easily.
Process goes one day long and at the end of the day, you walk with offer.","Interviews are never quality. Some students are rejected on random basis and there is no base standard according to which students are hired.
Too much power with HR executives and there is a hint of politics and manipulation.
Hiring process is not transparent and candidates are not provided even proper feedback.",no comments,4,Current Employee,Team Leader,Calcutta,3,4,4,4,2
08-Dec-19,"Govt type company, very Easy",Notice period is of 3 months,,5,Current Employee,Team Leader,Bangalore,5,5,5,5,5
08-Dec-19,"Job satisfaction, good quality of work","salary, management. I have a special respect for TATA group and want to work for lifetime if given proper opportunity",,5,Current Employee,Java Developer,Mumbai,3,4,5,5,4
08-Dec-19,"Depends on manager and Team. If they are supporting, you can manage your work life balance",Less salary and delayed / no promotion,,5,Current Employee,Anonymous Employee,,4,4,2,3,
08-Dec-19,"Food is nice
People are helpful 
Environment is great",Salary is not per market demans,,5,Current Employee,Anonymous Employee,,,,,,
23-Dec-19,Tata offers that's all I can say,"hike, salary, processes, infrastructure, too much free time, lack of quality work, professionalism",,2,Current Employee,Anonymous Employee,,5,2,2,2,2
08-Dec-19,"Work life balance is good
Job security.","Low salary.
Getting a good project is random process.",,4,Current Employee,Assistant Systems Engineer,Pune,4,4,4,3,4
08-Dec-19,MNC so there are many opportunities available,The company is good so i don't find any disadvantages.,,4,Current Employee,Anonymous Employee,,4,4,4,3,4
08-Dec-19,Opportunities are a lot of you can make it.,Tough to grow as it is a large organization.,,4,Current Employee,Developer,Bangalore,4,4,4,3,3
08-Dec-19,"1) Job Security
2) Good Projects
3) Great if you want to settle down
4) Work life balance","1) Below avg to avg hike
2) No Flexible timings
3) Dress code
3) Unreasonable RMGs",Resource allocation and Management needs to transparent. RMGs don't even care about your opinions or future goals sometimes.,4,Current Employee,MSBI Developer,Bangalore,4,4,3,3,3
08-Dec-19,Good place for learning and growth,Lesser work from home options,,4,Current Employee,Assistant Consultant,,,,,,
08-Dec-19,"Good Exposure, recommended for freshers","No growth, unsatisfactory work culture",,4,Current Employee,Systems Engineer,,,,,,
08-Dec-19,Leverage timing and less work load,Less pay and no opportunities,,4,Former Employee,Anonymous Employee,,3,3,3,2,3
08-Dec-19,"Stability, work life balance, no tension of work","Very less growth opportunity, and least salary a person can get for work done.",,4,Current Employee,Assistant Consultant,Noida,5,4,3,4,2
08-Dec-19,got a good analytics opportuntity,nothing in my previous employment,,4,Former Employee,Anonymous Employee,,,,,,
22-Dec-19,"Better Medical Benefits for employee and their family.
On-site opportunity with may or may not large duration wait.
Advance technology learning opportunity if involve in a better project.","Senior Management never understand the employee problem.
Poor salary increment and rating on the yearly basis.",To understand the mindset for the junior employee and issue faced by them. Also to look after the performance of middle level management.,3,Current Employee,Systems Engineer,"Gurgaon, Haryana",3,3,3,3,2
07-Dec-19,Excellent work life balance,Less pay for the ones who join as fresher,,5,Current Employee,ITA,Calcutta,5,5,5,4,4
07-Dec-19,Very nice benefits from company,Less hike in salary,,5,Current Employee,ASE,,3,5,4,4,3
07-Dec-19,Nice place to work. Good job security.,Policy and process very slow.,,5,Current Employee,Assistant Consultant,Chennai,4,4,4,4,3
07-Dec-19,Job safety is guaranteed for sure,Cant learn new technologies and less hike,,5,,,,,,,,
08-Dec-19,Has good work culture and is employee friendly,Gives low increment to existing people,,5,Current Employee,ITA,Indore,5,5,5,4,5
08-Dec-19,"no stress
perfect work life balance",very little salary hike for employees,,5,Current Employee,Anonymous Employee,,5,5,5,3,5
22-Dec-19,Good for middle aged career,"Very bad for fresher, especially don't join after doing management course, they will put you in software development profile.",,2,Former Employee,Assistant Systems ANalyst,Mumbai,4,3,2,4,1
22-Dec-19,"laid back work. 
good facilities","no challenges , less competition , lacked growth",,2,Former Employee,Anonymous Employee,Pune,2,3,2,2,2
07-Dec-19,"Good employee benefits like health insurance, leave policies.",Opportunity to learn new things is not much.,,4,Current Employee,IT Analyst,Bhubaneshwar,4,4,3,3,3
07-Dec-19,"Many opportunities
Good environment","Everything in manager's hand
Policies not clear
HR not helpful",Need more transparency,4,Current Employee,Systems Engineer,Noida,3,5,3,4,2
07-Dec-19,You can get a stable growth in TCS with a moderate to high level of ONSITE opportunities if you stay for a long time.,You can get a average increment even if you give your full performance,,4,Current Employee,Salesforce Consultant,Chennai,4,5,4,3,4
07-Dec-19,"Work conditions are nice, not much work pressure so you can manage work and life.
There are projects on almost every technology. Policies for women employees are specially very nice",Annual hike is low compared to other companies,,4,Current Employee,IT Analyst,Pune,5,5,4,3,3
07-Dec-19,"Good work culture, good projects and opportunities","Support project sucks, Good SAP Projects",,4,Current Employee,Anonymous Employee,Bangalore,3,4,4,3,4
07-Dec-19,Steep learning curve with diverse experience,Nothing to mention very explicitly,None,4,Former Employee,Graduate Engineering Trainee GET,,,,,,
21-Dec-19,Personal life and work life balance,"* Management
* Internal Politics
* opaque promotion process
* Delay in getting salary Hike",,3,Current Employee,Anonymous Employee,Chennai,4,4,4,2,1
21-Dec-19,"work life balance
good onsite opportunists","not a good learning curve
so much politics",,3,Current Employee,Anonymous Employee,,5,3,2,2,2
21-Dec-19,"Great learning from teammates and clients and Good team mates,","Low salary, Low growth and lesser switching opportunities",,3,Former Employee,Systems Engineer,Bangalore,3,4,3,2,3
22-Dec-19,"Stability, Good management, Flexible work time","Poor salary structure, Delay promotions",,3,Current Employee,ITA,Calcutta,5,5,4,2,5
22-Dec-19,A very laid back environment and a permanent job,Very less aspects for growth and diversity,,3,Current Employee,Assistant Systems ANalyst,Bangalore,4,3,2,2,3
06-Dec-19,Work culture is nice and policies are best.,salary revision is not good.,,5,Former Employee,Anonymous Employee,Mumbai,4,5,5,3,3
06-Dec-19,No workload.and lot of facilities for employees.,We can learn something while working..it provides environment to gain as much knowledge from our colleagues.,,5,Former Employee,"Assistant Systems Engineer, TCS",Pune,5,5,5,5,5
06-Dec-19,Stable environment for a long career,Slow growth for the start of career,,5,Former Employee,Systems Engineer,Mumbai,5,5,4,3,3
06-Dec-19,"Great company, Healthy work environment. One of the most employee centric company.","In my personal opinion, tcs is overall a star company😊😊😊😊",Be good with your employees,5,Current Employee,SAP SCM,Pune,4,5,5,3,2
06-Dec-19,Good learning and nice environment,no cons.. good company,,5,Former Employee,Anonymous Employee,,,,,,
07-Dec-19,A lot of opportunities but depends on project to project. You can take retirement and Job security is one of the best things.,Annal appraisal is very less,,5,Current Employee,Vmware Administrator,"Gurgaon, Haryana",5,5,5,5,5
07-Dec-19,They provide very good salary.,The Environment can be improved,,5,Former Employee,Senior Software Engineer,Ahmedabad,,,,,
21-Dec-19,Good as a launchpad in your initial years of learning,Limited learning opportunities and not so good compensation,,2,Current Employee,Anonymous Employee,,4,5,2,2,1
21-Dec-19,"Is the biggest IT company in India, has reserve process for employees.",Management is only running after counts and not quality which was actual motive of the TATA's.,"Stop this nonce of treating employees on bases of favouritism, select associates for promotion that on the data bases and fact not verbally.",2,Current Employee,Process Lead,New Delhi,1,1,1,1,1
06-Dec-19,It provides good opportunity to grow,Couldn't find any cons for this company,,4,Current Employee,Anonymous Employee,,,,,,
06-Dec-19,"Job security 
On time salary","Little scope of learning
Bad resource management policy",Be more flexible and friendly towards subordinates.,4,Former Employee,Systems Engineer,Kol,4,4,4,5,4
06-Dec-19,Nature of work is good,Management is not up to the standard,,4,Current Employee,Anonymous Employee,,4,4,4,4,2
06-Dec-19,secured good location friendly experience,compensation salary hike exposure skill,,4,Current Employee,Anonymous Employee,,,,,,
06-Dec-19,"Flexible timings ,goos work culture","Not so much growth,slow management",,4,Current Employee,Anonymous Employee,,5,4,4,3,4
06-Dec-19,Apart from salary everything is best in class,for freshers Salary is less. increment also,,4,Current Employee,Anonymous Employee,,5,5,5,2,5
20-Dec-19,Good brand-name. Learning opportunities.,Bureaucratic process. Complex organization structure.,Appreciate hardworking people.,3,Current Employee,Anonymous Employee,,2,4,3,3,2
20-Dec-19,probably the canteens and the unrestricted work hour,The cab facility is pathetic. and ladies you have no choice left if u come in shift.,,3,Current Employee,Systems Engineer,,3,2,2,2,1
20-Dec-19,"Job Security, work & life balance is maintained",Minimal Salary Increment over the years,,3,Former Employee,Systems Engineer,"Gurgaon, Haryana",5,5,4,2,3
20-Dec-19,"job security,only one pros i can think of","no proper projects,forced to join projects,no growth",Nothing,3,Former Employee,Systems Engineer,,,,,,
20-Dec-19,Work life balance and less politics,No growth Low salary Hike,,3,Former Employee,Anonymous Employee,,3,4,3,3,3
20-Dec-19,"Relaxed atmosphere, Good work life balance","Less Salary, Redundant growth, role based company",,3,Current Employee,Information Process Enabler,Calcutta,4,4,3,2,3
20-Dec-19,Work Life Balance depending on your immediate boss,Low paying IT company as compared to its peers.,"Need to infuse young energetic workforce;
Great respect for all those who have build up the company but with changing times management would require new mindset and innovative ideas , Age old mindset may not adhere to challenging times.",3,Current Employee,Financial Analyst,Mumbai,4,4,2,2,2
21-Dec-19,"Employee facilities, wide range of opportunity","Poor management, slow in process",,3,Current Employee,Anonymous Employee,,4,3,3,2,2
21-Dec-19,Great place to work in the company,Nothing mention in the company,,3,Former Employee,Software Developer,Calcutta,4,4,5,3,4
21-Dec-19,"very relaxed, a lot of facilities especially for female employees, a lot of perks","very less salary, projects are not good, no technical work in a project(you won't learn anything)",,3,Current Employee,Associate Systems Engineer,,4,2,2,5,3
05-Dec-19,"Good work life balance.
Job Security.
Good Employee Benefit Plans.
On-Site Opportunity.
Relax Atmosphere.
Lot more.","Team size is big so learning opportunities are less.
Once you leave you can not join back.
Yearly Hike is between 5% to 9%.",Improve salary so people don't have to leave the organization.,5,Former Employee,Anonymous Employee,,5,5,5,5,5
05-Dec-19,Nice company to start with,Shift timing of a head ache,,5,Current Employee,Anonymous Employee,,,,,,
05-Dec-19,"Good paid training
Not too much workload","Slow Growth 
Mangers might be partial",,5,Former Employee,Assistant Systems Engineer,Ahmedabad,4,5,4,3,4
10-Jan-20,Very nice place to work,No perfect cons . You can learn if you want to,,1,Current Employee,Computer Progamer,,,,,,
10-Jan-20,Job security and good health insurance policy,"CTC is good but inhand will be very less, deductions a lot , not any privilege available, freshers should not join.",,1,Former Employee,Consulting Hardware Engineer,Pune,4,2,2,1,1
05-Dec-19,Good company for female associates,Worst Management for few accounts.,,4,Current Employee,ITA,Chennai,5,4,3,4,2
05-Dec-19,"Work-Life Balance, Work Culture, Infrastructure, Work Environment, Flexibility","Low Salary Hike, Growth Opportunities, Salary, Salary, Salary",,4,Current Employee,Anonymous Employee,,,,,,
05-Dec-19,"1. Work Life Balance
2. For Non IT Graduates, Its good for two years. During this time they come to know what is IT. If they are lucky, may get good technology to work upon or onsite opportunities.
3. Employee facilities like Insurance, Transportation are good.
4. Major Offices are quite good and have ample amenities.","1. For IT Graduates, It is not a good place to start because chances of landing into support projects are quite higher.
2. These days, hike is in range if 4%-8%.
3. Its hard to get release from projects having obsolete technologies.","In every project, there are 10-20 % people who are working hard and should be rewarded beyond regular appraisals.",4,Current Employee,Data Engineer,Pune,4,5,4,3,3
05-Dec-19,You have a good work life balance.,Salary is the main concern of all service based companies,,4,Current Employee,Anonymous Employee,,4,5,4,3,3
05-Dec-19,Job security. They treat everyone with respect.,Hike is not great and hard to get promoted,,4,Current Employee,Anonymous Employee,,3,5,4,3,3
05-Dec-19,I prefer a secure job with good pay to work efficiently,Transportation is little difficult for me,Good job for better career is preferable,4,Current Employee,Civil Engineer,Hyderābād,5,5,5,5,5
05-Dec-19,"Good organization , flexible timing. Good environment",Poor employee remuneration. Does not treat seniors well,,4,Former Employee,Anonymous Employee,,,,,,
05-Dec-19,"Many opportunities and perfect start to learn corporate culture.
Awesome work-life balance.
Variety of projects.
Various certification drives throughout the year.","Slow Growth.
Less salary when compared to other.",,4,Current Employee,Systems Engineer,Pune,4,,,,
